uniprot_id,source,structure_id,resolution,exp_method,chains,url,available,n_pdb_structures
A5YKK6,pdb,4j8s,1.55,X-ray,A=800-1004,https://files.rcsb.org/download/4j8s.cif,True,21
A6H8Y1,pdb,5n9g,2.7,X-ray,C/H=241-396,https://files.rcsb.org/download/5n9g.cif,True,13
A8MT69,pdb,4ne3,1.8,X-ray,B=8-81,https://files.rcsb.org/download/4ne3.cif,True,13
A6NGQ2,pdb,8x7v,3.01,EM,B=1-149,https://files.rcsb.org/download/8x7v.cif,True,2
A8MTZ0,alphafold,AF-A8MTZ0-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A8MTZ0-F1-model_v6.cif,True,0
A6NHX0,alphafold,AF-A6NHX0-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A6NHX0-F1-model_v6.cif,True,0
A8MW99,alphafold,AF-A8MW99-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A8MW99-F1-model_v6.cif,True,0
A8MZ26,alphafold,AF-A8MZ26-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A8MZ26-F1-model_v6.cif,True,0
A7MCY6,alphafold,AF-A7MCY6-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A7MCY6-F1-model_v6.cif,True,0
A8K0Z3,alphafold,AF-A8K0Z3-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A8K0Z3-F1-model_v6.cif,True,0
A8MWX3,alphafold,AF-A8MWX3-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A8MWX3-F1-model_v6.cif,True,0
B7Z8K6,pdb,9ci8,3.01,EM,m=118-153,https://files.rcsb.org/download/9ci8.cif,True,10
A9QM74,alphafold,AF-A9QM74-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A9QM74-F1-model_v6.cif,True,0
A9UHW6,alphafold,AF-A9UHW6-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-A9UHW6-F1-model_v6.cif,True,0
B1AL88,pdb,6xiw,2.8,EM,B=1-458,https://files.rcsb.org/download/6xiw.cif,True,5
K9M1U5,pdb,9bpu,3.26,EM,C=21-179,https://files.rcsb.org/download/9bpu.cif,True,1
C4AMC7,alphafold,AF-C4AMC7-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-C4AMC7-F1-model_v6.cif,True,0
E9PQX1,alphafold,AF-E9PQX1-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-E9PQX1-F1-model_v6.cif,True,0
C9JR72,alphafold,AF-C9JR72-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-C9JR72-F1-model_v6.cif,True,0
O00148,pdb,8iju,1.82,X-ray,A=42-427,https://files.rcsb.org/download/8iju.cif,True,1
D6RGH6,pdb,4bry,2.89,X-ray,B=173-245,https://files.rcsb.org/download/4bry.cif,True,1
O00189,pdb,3l81,1.6,X-ray,A=160-453,https://files.rcsb.org/download/3l81.cif,True,2
L0R819,alphafold,AF-L0R819-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-L0R819-F1-model_v6.cif,True,0
O00187,pdb,3tvj,1.28,X-ray,"A=363-444, B=445-686",https://files.rcsb.org/download/3tvj.cif,True,10
O00159,pdb,4byf,2.74,X-ray,A/C=36-760,https://files.rcsb.org/download/4byf.cif,True,1
O00168,pdb,2jo1,,NMR,A=21-92,https://files.rcsb.org/download/2jo1.cif,True,1
O00203,alphafold,AF-O00203-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O00203-F1-model_v6.cif,True,0
O00217,pdb,5xtb,3.4,EM,B=35-210,https://files.rcsb.org/download/5xtb.cif,True,5
O00206,pdb,2z62,1.7,X-ray,A=27-228,https://files.rcsb.org/download/2z62.cif,True,15
O00231,pdb,8usb,2.73,EM,X=1-422,https://files.rcsb.org/download/8usb.cif,True,71
O00219,alphafold,AF-O00219-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O00219-F1-model_v6.cif,True,0
O00232,pdb,8usb,2.73,EM,W=1-456,https://files.rcsb.org/download/8usb.cif,True,71
O00267,pdb,5ohq,1.1,X-ray,A=979-1087,https://files.rcsb.org/download/5ohq.cif,True,43
O00268,pdb,2p6v,2.0,X-ray,A=575-688,https://files.rcsb.org/download/2p6v.cif,True,31
O00255,pdb,6o5i,1.24,X-ray,"A=1-53, A=74-386, A=399-459, A=537-593",https://files.rcsb.org/download/6o5i.cif,True,60
O00287,pdb,2kw3,,NMR,C=214-272,https://files.rcsb.org/download/2kw3.cif,True,1
O00257,pdb,3i8z,1.51,X-ray,A=8-62,https://files.rcsb.org/download/3i8z.cif,True,3
O00305,pdb,2d46,,NMR,A=50-92,https://files.rcsb.org/download/2d46.cif,True,1
O00258,pdb,8cqz,2.8,X-ray,B=38-97,https://files.rcsb.org/download/8cqz.cif,True,4
O00329,pdb,6pyr,2.21,X-ray,A=17-1034,https://files.rcsb.org/download/6pyr.cif,True,18
O00273,pdb,1iyr,,NMR,A=225-331,https://files.rcsb.org/download/1iyr.cif,True,3
O00300,pdb,3urf,2.7,X-ray,Z=22-186,https://files.rcsb.org/download/3urf.cif,True,1
O00339,alphafold,AF-O00339-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O00339-F1-model_v6.cif,True,0
O00422,pdb,2hde,,NMR,A=6-149,https://files.rcsb.org/download/2hde.cif,True,1
O00303,pdb,8ppl,2.65,EM,I4=1-357,https://files.rcsb.org/download/8ppl.cif,True,21
O00330,pdb,2f60,1.55,X-ray,K=173-228,https://files.rcsb.org/download/2f60.cif,True,5
O00463,pdb,7l3l,2.8,X-ray,A/C=23-164,https://files.rcsb.org/download/7l3l.cif,True,1
O00444,pdb,3cok,2.25,X-ray,A/B=2-275,https://files.rcsb.org/download/3cok.cif,True,17
O00327,pdb,8rw6,1.83,X-ray,B=337-449,https://files.rcsb.org/download/8rw6.cif,True,3
O00411,pdb,3spa,2.5,X-ray,A=105-1230,https://files.rcsb.org/download/3spa.cif,True,25
O00483,alphafold,AF-O00483-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O00483-F1-model_v6.cif,True,0
O00499,pdb,2fic,1.99,X-ray,A/B=1-272,https://files.rcsb.org/download/2fic.cif,True,7
O00459,pdb,7rnu,1.45,X-ray,A/C/E/G=318-428,https://files.rcsb.org/download/7rnu.cif,True,8
O00471,alphafold,AF-O00471-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O00471-F1-model_v6.cif,True,0
O00487,pdb,8usb,2.73,EM,c=1-310,https://files.rcsb.org/download/8usb.cif,True,71
O00541,pdb,8fkv,2.47,EM,SM=1-588,https://files.rcsb.org/download/8fkv.cif,True,26
O00472,pdb,5jw9,2.0,X-ray,B=519-640,https://files.rcsb.org/download/5jw9.cif,True,4
O00522,pdb,4hdo,1.67,X-ray,A=417-736,https://files.rcsb.org/download/4hdo.cif,True,14
O00505,alphafold,AF-O00505-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O00505-F1-model_v6.cif,True,0
O00602,pdb,2wnp,1.21,X-ray,F=110-326,https://files.rcsb.org/download/2wnp.cif,True,7
O00560,pdb,1r6j,0.73,X-ray,A=197-273,https://files.rcsb.org/download/1r6j.cif,True,55
O00566,pdb,7mqa,2.7,EM,NA=1-681,https://files.rcsb.org/download/7mqa.cif,True,3
O00629,pdb,6bw9,1.6,X-ray,A=64-521,https://files.rcsb.org/download/6bw9.cif,True,17
O14497,pdb,6lth,3.0,EM,L=1-2285,https://files.rcsb.org/download/6lth.cif,True,3
O14521,pdb,8gs8,2.86,EM,D=1-159,https://files.rcsb.org/download/8gs8.cif,True,1
O14561,pdb,6odd,2.0,X-ray,A=72-156,https://files.rcsb.org/download/6odd.cif,True,37
O00716,alphafold,AF-O00716-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O00716-F1-model_v6.cif,True,0
O14617,pdb,4afi,2.8,X-ray,A/B=680-729,https://files.rcsb.org/download/4afi.cif,True,5
O14579,pdb,6u3v,2.96,X-ray,A/C=1-308,https://files.rcsb.org/download/6u3v.cif,True,2
O00567,pdb,7mqa,2.7,EM,SA=1-594,https://files.rcsb.org/download/7mqa.cif,True,3
O00623,alphafold,AF-O00623-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O00623-F1-model_v6.cif,True,0
O14593,pdb,3v30,1.57,X-ray,A=90-260,https://files.rcsb.org/download/3v30.cif,True,3
O14713,pdb,4jif,1.7,X-ray,A=49-200,https://files.rcsb.org/download/4jif.cif,True,3
O14686,pdb,3uvk,1.4,X-ray,B=5337-5347,https://files.rcsb.org/download/3uvk.cif,True,6
O14682,alphafold,AF-O14682-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O14682-F1-model_v6.cif,True,0
O14727,pdb,1cy5,1.3,X-ray,A=1-97,https://files.rcsb.org/download/1cy5.cif,True,14
O14744,pdb,9mgq,1.85,X-ray,A=2-637,https://files.rcsb.org/download/9mgq.cif,True,83
O14746,pdb,5meo,1.77,X-ray,C=540-548,https://files.rcsb.org/download/5meo.cif,True,20
O14807,pdb,7txh,1.95,X-ray,A/D=1-178,https://files.rcsb.org/download/7txh.cif,True,9
O14764,pdb,7qn5,2.5,EM,E=1-452,https://files.rcsb.org/download/7qn5.cif,True,7
O14777,pdb,2igp,1.8,X-ray,A=81-196,https://files.rcsb.org/download/2igp.cif,True,4
O14782,pdb,3b6v,2.7,X-ray,A/B=7-383,https://files.rcsb.org/download/3b6v.cif,True,1
O14867,pdb,9gra,1.47,X-ray,A/B=7-128,https://files.rcsb.org/download/9gra.cif,True,11
O14802,pdb,7ae1,2.8,EM,A=1-1390,https://files.rcsb.org/download/7ae1.cif,True,29
O14818,pdb,5le5,1.8,X-ray,C/Q=1-248,https://files.rcsb.org/download/5le5.cif,True,118
O14862,pdb,4o7q,1.82,X-ray,A=1-93,https://files.rcsb.org/download/4o7q.cif,True,6
O14863,pdb,9jj3,3.03,EM,A/B=1-429,https://files.rcsb.org/download/9jj3.cif,True,1
O14893,pdb,5xjl,2.5,X-ray,2=1-280,https://files.rcsb.org/download/5xjl.cif,True,7
O14936,pdb,1kgd,1.31,X-ray,A=739-914,https://files.rcsb.org/download/1kgd.cif,True,16
O14925,alphafold,AF-O14925-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O14925-F1-model_v6.cif,True,0
O14908,alphafold,AF-O14908-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O14908-F1-model_v6.cif,True,0
O14949,pdb,9cg3,2.96,EM,A/N=1-82,https://files.rcsb.org/download/9cg3.cif,True,4
O14957,pdb,9cg3,2.96,EM,G/T=1-56,https://files.rcsb.org/download/9cg3.cif,True,4
O14920,pdb,3brv,2.2,X-ray,A/C=701-745,https://files.rcsb.org/download/3brv.cif,True,5
O14910,alphafold,AF-O14910-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O14910-F1-model_v6.cif,True,0
O14964,pdb,3obq,1.4,X-ray,B=346-354,https://files.rcsb.org/download/3obq.cif,True,5
O14972,pdb,8syn,2.94,EM,C=1-297,https://files.rcsb.org/download/8syn.cif,True,4
O15055,pdb,8d7o,1.65,X-ray,C/D=658-673,https://files.rcsb.org/download/8d7o.cif,True,4
O15047,pdb,3s8s,1.3,X-ray,A=89-197,https://files.rcsb.org/download/3s8s.cif,True,4
O15111,pdb,3brt,2.25,X-ray,A/C=732-745,https://files.rcsb.org/download/3brt.cif,True,5
O15066,pdb,3b6u,1.8,X-ray,A/B=6-359,https://files.rcsb.org/download/3b6u.cif,True,1
O15131,pdb,4u2x,3.15,X-ray,D/E/F=332-506,https://files.rcsb.org/download/4u2x.cif,True,1
O15078,alphafold,AF-O15078-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O15078-F1-model_v6.cif,True,0
O15151,pdb,6q9y,1.2,X-ray,A/B=14-111,https://files.rcsb.org/download/6q9y.cif,True,39
O15091,pdb,4xgl,1.8,X-ray,A=207-583,https://files.rcsb.org/download/4xgl.cif,True,5
O15143,pdb,9i2b,3.0,EM,C/M=1-372,https://files.rcsb.org/download/9i2b.cif,True,4
O15144,pdb,9i2b,3.0,EM,D/N=1-300,https://files.rcsb.org/download/9i2b.cif,True,5
O15145,pdb,9i2b,3.0,EM,E/O=1-178,https://files.rcsb.org/download/9i2b.cif,True,5
O15160,pdb,7ob9,2.7,EM,C=1-346,https://files.rcsb.org/download/7ob9.cif,True,36
O15212,alphafold,AF-O15212-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O15212-F1-model_v6.cif,True,0
O15232,alphafold,AF-O15232-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O15232-F1-model_v6.cif,True,0
O15169,pdb,1dk8,1.57,X-ray,A=74-220,https://files.rcsb.org/download/1dk8.cif,True,20
O15182,alphafold,AF-O15182-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O15182-F1-model_v6.cif,True,0
O15213,pdb,7mqa,2.7,EM,LW=1-610,https://files.rcsb.org/download/7mqa.cif,True,3
O15239,pdb,9cwt,3.44,EM,S=1-70,https://files.rcsb.org/download/9cwt.cif,True,5
O15259,pdb,6o1q,,NMR,A=1-115,https://files.rcsb.org/download/6o1q.cif,True,2
O15230,pdb,5xau,1.8,X-ray,A/D=2655-3327,https://files.rcsb.org/download/5xau.cif,True,2
O15270,pdb,7k0k,2.6,EM,B=1-562,https://files.rcsb.org/download/7k0k.cif,True,17
O15234,pdb,2j0s,2.21,X-ray,T=137-286,https://files.rcsb.org/download/2j0s.cif,True,13
O15287,pdb,7kzp,3.1,EM,G/H=1-622,https://files.rcsb.org/download/7kzp.cif,True,6
O15235,pdb,7qi4,2.21,EM,AJ=1-138,https://files.rcsb.org/download/7qi4.cif,True,57
O15315,pdb,8ouz,2.2,EM,A=1-345,https://files.rcsb.org/download/8ouz.cif,True,4
O15265,pdb,7ktr,2.93,EM,N=1-892,https://files.rcsb.org/download/7ktr.cif,True,4
O15342,pdb,6wlw,3.0,EM,S=1-81,https://files.rcsb.org/download/6wlw.cif,True,9
O15269,pdb,7k0k,2.6,EM,A=1-473,https://files.rcsb.org/download/7k0k.cif,True,17
O15273,pdb,1ya5,2.44,X-ray,T=1-90,https://files.rcsb.org/download/1ya5.cif,True,2
O15372,pdb,8ppl,2.65,EM,I8=1-352,https://files.rcsb.org/download/8ppl.cif,True,21
O15294,pdb,5nps,1.68,X-ray,A=324-1041,https://files.rcsb.org/download/5nps.cif,True,44
O15318,pdb,7ae1,2.8,EM,Q=1-223,https://files.rcsb.org/download/7ae1.cif,True,28
O15409,pdb,2a07,1.9,X-ray,F/G/H/I/J/K=502-594,https://files.rcsb.org/download/2a07.cif,True,2
O15360,pdb,7kzp,3.1,EM,A/S=1-1455,https://files.rcsb.org/download/7kzp.cif,True,6
O15371,pdb,8ppl,2.65,EM,Ix=1-548,https://files.rcsb.org/download/8ppl.cif,True,20
O15498,pdb,6j7x,2.75,X-ray,C=1-198,https://files.rcsb.org/download/6j7x.cif,True,3
O15392,pdb,2qfa,1.4,X-ray,A=1-142,https://files.rcsb.org/download/2qfa.cif,True,30
O15503,pdb,4j81,1.74,X-ray,C/D=273-277,https://files.rcsb.org/download/4j81.cif,True,1
O15446,pdb,7ob9,2.7,EM,N=1-510,https://files.rcsb.org/download/7ob9.cif,True,7
O15399,pdb,9d37,3.34,EM,D=28-880,https://files.rcsb.org/download/9d37.cif,True,13
O15511,alphafold,AF-O15511-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O15511-F1-model_v6.cif,True,0
O15457,alphafold,AF-O15457-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O15457-F1-model_v6.cif,True,0
O15533,pdb,3f8u,2.6,X-ray,B/D=1-401,https://files.rcsb.org/download/3f8u.cif,True,7
O15504,pdb,6b4f,2.81,X-ray,C/D=381-423,https://files.rcsb.org/download/6b4f.cif,True,3
O15516,pdb,6qpj,2.31,X-ray,A=105-265,https://files.rcsb.org/download/6qpj.cif,True,2
O15553,pdb,9r6y,1.26,X-ray,A=583-776,https://files.rcsb.org/download/9r6y.cif,True,11
O15514,pdb,9ehz,2.6,EM,D=1-142,https://files.rcsb.org/download/9ehz.cif,True,21
O43148,pdb,8q69,1.96,X-ray,"A/B=165-415, A/B=456-476",https://files.rcsb.org/download/8q69.cif,True,8
O15525,pdb,7x5e,2.3,X-ray,A/E=21-123,https://files.rcsb.org/download/7x5e.cif,True,3
O43159,pdb,2zfu,2.0,X-ray,A/B=242-456,https://files.rcsb.org/download/2zfu.cif,True,1
O15550,pdb,6ful,1.65,X-ray,A=877-1401,https://files.rcsb.org/download/6ful.cif,True,5
O43156,pdb,7ole,3.41,EM,H=1-1089,https://files.rcsb.org/download/7ole.cif,True,2
O43187,pdb,3mop,3.4,X-ray,K/L/M/N=2-112,https://files.rcsb.org/download/3mop.cif,True,1
O15534,alphafold,AF-O15534-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O15534-F1-model_v6.cif,True,0
O43189,pdb,6wav,1.7,X-ray,A/B/C/D=28-87,https://files.rcsb.org/download/6wav.cif,True,10
O43237,pdb,7z8i,3.3,EM,j/r=1-492,https://files.rcsb.org/download/7z8i.cif,True,15
O43172,pdb,1mzw,2.0,X-ray,B=107-137,https://files.rcsb.org/download/1mzw.cif,True,25
O43264,alphafold,AF-O43264-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43264-F1-model_v6.cif,True,0
O43290,pdb,4pyu,2.0,X-ray,C/D/H/L/P/T=117-135,https://files.rcsb.org/download/4pyu.cif,True,26
O43181,pdb,5xtb,3.4,EM,L=58-175,https://files.rcsb.org/download/5xtb.cif,True,5
O43242,pdb,8usb,2.73,EM,V=1-534,https://files.rcsb.org/download/8usb.cif,True,71
O43196,alphafold,AF-O43196-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43196-F1-model_v6.cif,True,0
O43257,pdb,8x15,3.2,EM,L=1-154,https://files.rcsb.org/download/8x15.cif,True,8
O43324,pdb,4bvx,1.6,X-ray,B=1-169,https://files.rcsb.org/download/4bvx.cif,True,6
O43292,pdb,7wld,2.53,EM,G=2-621,https://files.rcsb.org/download/7wld.cif,True,4
O43432,pdb,1hu3,2.37,X-ray,A=745-1003,https://files.rcsb.org/download/1hu3.cif,True,1
O43402,pdb,8j0o,3.32,EM,H=1-210,https://files.rcsb.org/download/8j0o.cif,True,8
O43463,pdb,3mts,2.2,X-ray,A/B/C=44-106,https://files.rcsb.org/download/3mts.cif,True,1
O43318,pdb,7nth,1.97,X-ray,A=31-303,https://files.rcsb.org/download/7nth.cif,True,24
O43299,alphafold,AF-O43299-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43299-F1-model_v6.cif,True,0
O43513,pdb,7emf,3.5,EM,G=1-233,https://files.rcsb.org/download/7emf.cif,True,11
O43482,pdb,7sfy,2.5,X-ray,C/F=188-229,https://files.rcsb.org/download/7sfy.cif,True,1
O43504,pdb,6b9x,1.42,X-ray,E=1-91,https://files.rcsb.org/download/6b9x.cif,True,27
O43502,pdb,8ouz,2.2,EM,B=1-376,https://files.rcsb.org/download/8ouz.cif,True,4
O43520,pdb,8ox6,2.39,EM,A=1-1185,https://files.rcsb.org/download/8ox6.cif,True,13
O43543,pdb,8ouz,2.2,EM,D=2-280,https://files.rcsb.org/download/8ouz.cif,True,4
O43542,alphafold,AF-O43542-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43542-F1-model_v6.cif,True,0
O43521,pdb,6x8o,1.31,X-ray,A/B/C/D=141-166,https://files.rcsb.org/download/6x8o.cif,True,45
O43615,pdb,2cw9,1.9,X-ray,A=266-452,https://files.rcsb.org/download/2cw9.cif,True,1
O43524,pdb,9qng,1.35,X-ray,B=410-418,https://files.rcsb.org/download/9qng.cif,True,7
O43617,pdb,1sz7,1.55,X-ray,A=2-180,https://files.rcsb.org/download/1sz7.cif,True,4
O43660,pdb,4yvd,1.7,X-ray,A=141-514,https://files.rcsb.org/download/4yvd.cif,True,35
O43556,alphafold,AF-O43556-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43556-F1-model_v6.cif,True,0
O43557,pdb,4kg8,2.25,X-ray,A/B/C=83-240,https://files.rcsb.org/download/4kg8.cif,True,7
O43633,pdb,7zcg,3.3,EM,B=8-154,https://files.rcsb.org/download/7zcg.cif,True,2
O43674,pdb,9cwt,3.44,EM,a=1-189,https://files.rcsb.org/download/9cwt.cif,True,5
O43676,pdb,9cwt,3.44,EM,Z=1-98,https://files.rcsb.org/download/9cwt.cif,True,5
O43677,pdb,9cwt,3.44,EM,f=1-76,https://files.rcsb.org/download/9cwt.cif,True,5
O43678,pdb,5xtb,3.4,EM,F=14-96,https://files.rcsb.org/download/5xtb.cif,True,6
O43681,pdb,8cqz,2.8,X-ray,A=1-348,https://files.rcsb.org/download/8cqz.cif,True,4
O43709,pdb,7wtu,3.0,EM,q=1-281,https://files.rcsb.org/download/7wtu.cif,True,6
O43684,alphafold,AF-O43684-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43684-F1-model_v6.cif,True,0
O43716,alphafold,AF-O43716-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43716-F1-model_v6.cif,True,0
O43719,pdb,6n3d,1.13,X-ray,A=260-353,https://files.rcsb.org/download/6n3d.cif,True,11
O43791,pdb,3ivv,1.25,X-ray,A=28-166,https://files.rcsb.org/download/3ivv.cif,True,32
O43741,pdb,2f15,2.0,X-ray,A=69-163,https://files.rcsb.org/download/2f15.cif,True,17
O43734,alphafold,AF-O43734-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43734-F1-model_v6.cif,True,0
O43747,pdb,1iu1,1.8,X-ray,A/B=677-822,https://files.rcsb.org/download/1iu1.cif,True,1
O43818,pdb,4j0w,1.7,X-ray,A=137-475,https://files.rcsb.org/download/4j0w.cif,True,5
O43790,alphafold,AF-O43790-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43790-F1-model_v6.cif,True,0
O43809,pdb,5r4q,1.49,X-ray,A/B=33-227,https://files.rcsb.org/download/5r4q.cif,True,21
O43889,alphafold,AF-O43889-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43889-F1-model_v6.cif,True,0
O43913,pdb,7jpo,3.2,EM,E=1-435,https://files.rcsb.org/download/7jpo.cif,True,15
O43837,pdb,8grd,2.7,X-ray,B=35-374,https://files.rcsb.org/download/8grd.cif,True,9
O43815,alphafold,AF-O43815-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43815-F1-model_v6.cif,True,0
O43933,alphafold,AF-O43933-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O43933-F1-model_v6.cif,True,0
O60216,pdb,8roe,1.36,X-ray,B=558-629,https://files.rcsb.org/download/8roe.cif,True,34
O43920,pdb,9cwt,3.44,EM,h=1-106,https://files.rcsb.org/download/9cwt.cif,True,5
O43929,pdb,7jpo,3.2,EM,D=1-436,https://files.rcsb.org/download/7jpo.cif,True,15
O60220,alphafold,AF-O60220-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O60220-F1-model_v6.cif,True,0
O60244,pdb,7emf,3.5,EM,N=1-1454,https://files.rcsb.org/download/7emf.cif,True,11
O60264,pdb,8v4y,2.8,EM,W=1-1052,https://files.rcsb.org/download/8v4y.cif,True,15
O60318,pdb,4dhx,2.1,X-ray,A/D=1163-1235,https://files.rcsb.org/download/4dhx.cif,True,2
O60293,alphafold,AF-O60293-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O60293-F1-model_v6.cif,True,0
O60306,pdb,4pj3,2.3,X-ray,A=19-1485,https://files.rcsb.org/download/4pj3.cif,True,27
O60494,pdb,6gje,2.3,X-ray,B/C/D=26-135,https://files.rcsb.org/download/6gje.cif,True,2
O60423,alphafold,AF-O60423-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O60423-F1-model_v6.cif,True,0
O60312,alphafold,AF-O60312-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O60312-F1-model_v6.cif,True,0
O60524,pdb,9gy4,3.0,EM,Z=1-1076,https://files.rcsb.org/download/9gy4.cif,True,2
O60341,pdb,6e1f,1.16,X-ray,A/B/C/D=183-267,https://files.rcsb.org/download/6e1f.cif,True,126
O60506,pdb,6kor,2.6,X-ray,A=242-428,https://files.rcsb.org/download/6kor.cif,True,4
O60573,pdb,2jgb,1.7,X-ray,A=45-234,https://files.rcsb.org/download/2jgb.cif,True,7
O60566,pdb,2wvi,1.8,X-ray,A=57-220,https://files.rcsb.org/download/2wvi.cif,True,9
O60563,pdb,3mi9,2.1,X-ray,B=1-266,https://files.rcsb.org/download/3mi9.cif,True,29
O60583,pdb,2ivx,1.8,X-ray,A/B=7-263,https://files.rcsb.org/download/2ivx.cif,True,1
O60645,alphafold,AF-O60645-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-O60645-F1-model_v6.cif,True,0
O60603,pdb,2z80,1.8,X-ray,A/B=1-284,https://files.rcsb.org/download/2z80.cif,True,7
O60674,pdb,8bxh,1.3,X-ray,A=840-1132,https://files.rcsb.org/download/8bxh.cif,True,162
