uniprot_id,group_id,representative
O43615,grp_0139,O75394
O43617,grp_0728,Q86SZ2
O43633,grp_0532,P46531
O43660,grp_1179,Q3SYG4
O43674,grp_0065,O15239
O43676,grp_0065,O15239
O43677,grp_0065,O15239
O43678,grp_0017,O00217
O43681,grp_0103,O43681
O43684,grp_1179,Q3SYG4
O43709,grp_0104,O43709
O43716,grp_0105,O43716
O43719,grp_1341,O75934
O43734,grp_0106,O43734
O43741,grp_0663,Q13131
O43747,grp_0738,Q8NCN5
O43790,grp_0860,Q96LB3
O43791,grp_0107,O43791
O43809,grp_0949,Q8IU60
O43815,grp_1179,Q3SYG4
O43818,grp_1179,Q3SYG4
O43837,grp_0108,O43837
O43889,grp_1284,Q9BWT7
O43913,grp_0064,O15235
O43920,grp_0065,O15239
O43929,grp_0064,O15235
O43933,grp_0343,P35251
O60216,grp_0486,Q9UQE7
O60220,grp_1068,Q9Y5J9
O60244,grp_0000,A0JLT2
O60264,grp_0336,P32780
O60293,grp_0110,O60293
O60306,grp_0688,Q13619
O60312,grp_0112,O60423
O60318,grp_0111,O60318
O60341,grp_0466,Q9UKL0
O60423,grp_0112,O60423
O60494,grp_1289,Q9BXJ7
O60506,grp_1341,O75934
O60524,grp_0113,O60524
O60563,grp_0404,Q9H307
O60566,grp_0753,Q8NG31
O60573,grp_0114,O60573
O60583,grp_0404,Q9H307
O60603,grp_1038,P01222
O60645,grp_0110,O60293
O60656,grp_0356,P37287
O60662,grp_1186,Q53GT1
O60671,grp_0342,P35249
O60673,grp_0116,O60673
O60674,grp_0916,Q00536
O60675,grp_0117,O60675
O60683,grp_1293,Q9BYE7
O60684,grp_0576,P52294
O60706,grp_0077,O15457
O60741,grp_0118,O60741
O60749,grp_1076,Q9Y5X3
O60762,grp_0119,O60762
O60783,grp_0064,O15235
O60814,grp_0336,P32780
O60825,grp_0299,P22830
O60826,grp_0121,O60826
O60830,grp_0951,Q8IUX1
O60832,grp_0122,O60832
O60894,grp_0657,Q13003
O60895,grp_0123,O60895
O60896,grp_0124,O60896
O60921,grp_0342,P35249
O60925,grp_0969,Q9NQP4
O60934,grp_0126,O60934
O60939,grp_0240,P10966
O60941,grp_0064,O15235
O75027,grp_0077,O15457
O75072,grp_0127,O75072
O75140,grp_0128,O75140
O75143,grp_0091,O43290
O75147,grp_0222,P08887
O75150,grp_0336,P32780
O75151,grp_0130,O75151
O75152,grp_0404,Q9H307
O75161,grp_0003,A5PLN9
O75175,grp_0644,P62495
O75182,grp_0132,O75182
O75208,grp_0507,Q99807
O75251,grp_0017,O00217
O75306,grp_0017,O00217
O75311,grp_0101,O43556
O75317,grp_0485,Q9UPT9
O75348,grp_0072,O15315
O75351,grp_0136,O75351
O75380,grp_0017,O00217
O75381,grp_0138,O75381
O75385,grp_0091,O43290
O75394,grp_0064,O15235
O75419,grp_0140,O75419
O75420,grp_0141,O75420
O75426,grp_1179,Q3SYG4
O75431,grp_0606,P56192
O75436,grp_0789,Q92546
O75438,grp_0065,O15239
O75439,grp_0049,O14949
O75444,grp_0117,O60675
O75445,grp_0222,P08887
O75446,grp_0394,Q9HAJ7
O75448,grp_0000,A0JLT2
O75449,grp_0343,P35251
O75461,grp_0036,O00716
O75469,grp_0288,P19793
O75474,grp_1063,O75474
O75477,grp_1046,O94905
O75478,grp_1064,O75478
O75486,grp_0067,O15265
O75489,grp_0017,O00217
O75496,grp_1060,O75496
O75528,grp_1023,Q9H2G9
O75529,grp_0067,O15265
O75530,grp_1179,Q3SYG4
O75533,grp_1341,O75934
O75534,grp_0714,Q8N163
O75569,grp_0974,Q9NRR4
O75575,grp_0046,O14802
O75578,grp_0000,A0JLT2
O75586,grp_0000,A0JLT2
O75592,grp_1058,O75592
O75636,grp_0034,O00602
O75643,grp_0789,Q92546
O75691,grp_0033,O00566
O75694,grp_1179,Q3SYG4
O75771,grp_0072,O15315
O75787,grp_0657,Q13003
O75792,grp_0761,Q8TDP1
O75817,grp_1271,Q9BUL9
O75818,grp_0768,Q8WTX7
O75821,grp_0024,O00303
O75822,grp_1056,O75822
O75865,grp_0728,Q86SZ2
O75879,grp_1338,O75879
O75886,grp_0770,Q8WUM4
O75899,grp_0438,Q9UBS5
O75909,grp_0404,Q9H307
O75934,grp_1341,O75934
O75943,grp_0342,P35249
O75947,grp_1343,O75947
O75964,grp_1343,O75947
O75971,grp_1331,O75971
O76003,grp_0081,O15533
O76013,grp_1225,Q6KB66
O76031,grp_0687,Q13617
O76071,grp_1235,Q6P3S6
O76075,grp_0091,O43290
O76094,grp_0356,P37287
O94763,grp_0969,Q9NQP4
O94776,grp_0157,Q9BTC8
O94777,grp_1333,O94777
O94782,grp_0485,Q9UPT9
O94805,grp_1113,Q14657
O94817,grp_0091,O43290
O94822,grp_0113,O60524
O94823,grp_0112,O60423
O94826,grp_0018,O00231
O94855,grp_0018,O00231
O94864,grp_0067,O15265
O94874,grp_0113,O60524
O94888,grp_0091,O43290
O94889,grp_1186,Q53GT1
O94901,grp_0780,Q8WXH0
O94905,grp_1046,O94905
O94906,grp_1091,Q9BRA0
O94913,grp_0865,Q96MG7
O94921,grp_0916,Q00536
O94927,grp_1048,O94927
O94952,grp_1049,O94952
O94973,grp_0673,Q13352
O94979,grp_0697,Q08209
O94986,grp_1051,O94986
O95059,grp_0409,Q9H4D5
O95067,grp_0776,Q8WWL7
O95072,grp_1052,O95072
O95139,grp_0065,O15239
O95149,grp_0018,O00231
O95163,grp_1179,Q3SYG4
O95167,grp_0065,O15239
O95168,grp_0065,O15239
O95169,grp_0065,O15239
O95178,grp_0065,O15239
O95182,grp_0017,O00217
O95198,grp_1186,Q53GT1
O95229,grp_1316,O95229
O95251,grp_0815,Q92993
O95256,grp_1318,O95256
O95264,grp_0211,P07510
O95295,grp_1165,Q16534
O95298,grp_0065,O15239
O95299,grp_1319,O95299
O95347,grp_0980,Q9NTJ3
O95402,grp_0000,A0JLT2
O95407,grp_0101,O43556
O95456,grp_0821,Q969U7
O95460,grp_0000,A0JLT2
O95486,grp_0018,O00231
O95487,grp_0018,O00231
O95503,grp_0165,Q99549
O95563,grp_0222,P08887
O95602,grp_0060,O15160
O95619,grp_0472,Q9ULM3
O95628,grp_1324,O95628
O95639,grp_1325,O95639
O95670,grp_1117,Q14764
O95696,grp_1287,Q9BXF3
O95707,grp_1326,O95707
O95721,grp_1327,O95721
O95760,grp_0222,P08887
O95777,grp_1091,Q9BRA0
O95782,grp_0673,Q13352
O95825,grp_1328,O95825
O95876,grp_1329,O95876
O95922,grp_0196,P05166
O95931,grp_0165,Q99549
O95983,grp_0435,Q9UBB5
O95985,grp_0679,Q13472
O95995,grp_1284,Q9BWT7
O95996,grp_0673,Q13352
O95998,grp_0738,Q8NCN5
O95999,grp_1330,O95999
O96000,grp_0065,O15239
O96007,grp_1040,O96007
O96008,grp_1041,O96008
O96019,grp_1227,Q6NXR4
O96020,grp_0776,Q8WWL7
O96033,grp_1040,O96007
P00156,grp_0049,O14949
P00338,grp_0513,P40925
P00395,grp_0234,P10176
P00403,grp_0738,Q8NCN5
P00414,grp_0234,P10176
P00441,grp_1024,P00441
P00451,grp_0780,Q8WXH0
P00488,grp_0003,A5PLN9
P00709,grp_1026,P00709
P00734,grp_0179,P03952
P00736,grp_0226,P09871
P00740,grp_0179,P03952
P00742,grp_0179,P03952
P00748,grp_1029,P00748
P00749,grp_0179,P03952
P00750,grp_0179,P03952
P00751,grp_0179,P03952
P00846,grp_1343,O75947
P01024,grp_0582,P53609
P01031,grp_0222,P08887
P01040,grp_1033,P01040
P01100,grp_1034,P01100
P01106,grp_0313,P26678
P01112,grp_1004,Q9H7X7
P01127,grp_0226,P09871
P01130,grp_0696,Q07954
P01137,grp_0222,P08887
P01215,grp_0166,P01229
P01222,grp_0166,P01229
P01225,grp_0166,P01229
P01229,grp_0166,P01229
P01308,grp_0167,P01308
P01374,grp_0101,O43556
P01375,grp_0101,O43556
P01562,grp_0337,P32881
P01563,grp_0222,P08887
P01566,grp_0337,P32881
P01567,grp_0337,P32881
P01568,grp_0337,P32881
P01569,grp_0337,P32881
P01570,grp_0337,P32881
P01571,grp_0337,P32881
P01574,grp_0337,P32881
P01579,grp_0222,P08887
P01583,grp_0921,Q01638
P01584,grp_0921,Q01638
P01589,grp_0222,P08887
P01730,grp_0222,P08887
P01732,grp_0222,P08887
P01834,grp_0222,P08887
P01848,grp_0222,P08887
P01850,grp_0738,Q8NCN5
P01854,grp_0222,P08887
P01857,grp_0222,P08887
P01859,grp_0222,P08887
P01860,grp_0222,P08887
P01861,grp_0222,P08887
P01871,grp_0222,P08887
P01876,grp_0222,P08887
P01877,grp_0222,P08887
P01880,grp_0222,P08887
P02008,grp_0898,P69892
P02042,grp_0898,P69892
P02100,grp_0898,P69892
P02452,grp_0171,P02452
P02458,grp_0172,P02458
P02461,grp_0173,P02461
P02462,grp_0925,Q01955
P02533,grp_1117,Q14764
P02549,grp_1284,Q9BWT7
P02671,grp_0174,P02671
P02675,grp_0222,P08887
P02679,grp_0176,P02679
P02708,grp_0211,P07510
P02745,grp_0101,O43556
P02746,grp_0101,O43556
P02747,grp_0101,O43556
P02748,grp_0222,P08887
P02751,grp_0177,P02751
P03372,grp_0178,P03372
P03886,grp_0065,O15239
P03891,grp_0065,O15239
P03897,grp_0065,O15239
P03901,grp_0065,O15239
P03905,grp_0065,O15239
P03915,grp_0065,O15239
P03923,grp_0065,O15239
P03928,grp_1343,O75947
P03951,grp_0179,P03952
P03952,grp_0179,P03952
P03986,grp_0222,P08887
P04004,grp_1235,Q6P3S6
P04040,grp_0180,P04040
P04070,grp_0181,P04070
P04085,grp_0226,P09871
P04141,grp_0222,P08887
P04198,grp_0182,P04198
P04234,grp_0183,P04234
P04264,grp_1117,Q14764
P04406,grp_0184,P04406
P04632,grp_0697,Q08209
P04637,grp_0185,P04637
P04839,grp_0186,P04839
P04843,grp_0187,P04843
P04844,grp_0187,P04843
P04908,grp_0336,P32780
P04921,grp_0188,P04921
P05000,grp_0222,P08887
P05013,grp_0337,P32881
P05014,grp_0337,P32881
P05015,grp_0337,P32881
P05023,grp_0112,O60423
P05026,grp_0112,O60423
P05067,grp_0189,P05067
P05106,grp_0190,P05106
P05107,grp_0000,A0JLT2
P05109,grp_0191,P05109
P05112,grp_0303,P24394
P05113,grp_0192,P05113
P05121,grp_0193,P05121
P05156,grp_0194,P05156
P05160,grp_0219,P08603
P05162,grp_0436,Q9UBL3
P05165,grp_0195,P05165
P05166,grp_0196,P05166
P05198,grp_0024,O00303
P05231,grp_0197,P05231
P05386,grp_0198,P05386
P05387,grp_0199,P05387
P05388,grp_0644,P62495
P05412,grp_0313,P26678
P05423,grp_0046,O14802
P05496,grp_1343,O75947
P05556,grp_0000,A0JLT2
P05783,grp_1225,Q6KB66
P05787,grp_0201,P05787
P05997,grp_0311,P25940
P06400,grp_0202,P06400
P06493,grp_0258,P14635
P06576,grp_0072,O15315
P06681,grp_0204,P06681
P06702,grp_0191,P05109
P06730,grp_0934,Q04637
P06746,grp_0205,P06746
P06756,grp_0222,P08887
P06858,grp_0206,P06858
P06865,grp_0212,P07686
P06899,grp_0228,P0C0S5
P07195,grp_0513,P40925
P07204,grp_0179,P03952
P07333,grp_0916,Q00536
P07355,grp_1295,Q9BYG4
P07357,grp_0208,P07357
P07358,grp_0238,P10643
P07359,grp_0179,P03952
P07360,grp_0210,P07360
P07384,grp_1033,P01040
P07510,grp_0211,P07510
P07686,grp_0212,P07686
P07766,grp_0213,P07766
P07814,grp_0214,P07814
P07858,grp_1033,P01040
P07864,grp_0513,P40925
P07900,grp_0591,P54278
P07919,grp_0049,O14949
P07942,grp_0063,O15230
P07992,grp_0215,P07992
P07996,grp_0311,P25940
P08123,grp_0171,P02452
P08151,grp_0216,P08151
P08195,grp_0210,P07360
P08237,grp_0217,P08237
P08238,grp_0591,P54278
P08240,grp_1004,Q9H7X7
P08514,grp_0294,P21333
P08559,grp_0218,P08559
P08572,grp_0925,Q01955
P08574,grp_0049,O14949
P08579,grp_1341,O75934
P08603,grp_0219,P08603
P08621,grp_1341,O75934
P08648,grp_0000,A0JLT2
P08700,grp_0222,P08887
P08708,grp_0644,P62495
P08709,grp_0179,P03952
P08865,grp_0644,P62495
P08887,grp_0222,P08887
P09001,grp_0064,O15235
P09012,grp_1341,O75934
P09132,grp_1070,Q9Y5M8
P09234,grp_1341,O75934
P09382,grp_0436,Q9UBL3
P09603,grp_0223,P09603
P09619,grp_0224,P09619
P09622,grp_0466,Q9UKL0
P09661,grp_1341,O75934
P09669,grp_0225,P09669
P09693,grp_0222,P08887
P09871,grp_0226,P09871
P09884,grp_0454,Q9UIV1
P0C0L4,grp_0582,P53609
P0C0L5,grp_0003,A5PLN9
P0C0S5,grp_0228,P0C0S5
P0C0S8,grp_0229,P0C0S8
P0C1Z6,grp_1364,Q99871
P0C2W1,grp_0436,Q9UBL3
P0C6T2,grp_0187,P04843
P0CAP2,grp_0230,P0CAP2
P0CF51,grp_0222,P08887
P0CF74,grp_0222,P08887
P0CG04,grp_0222,P08887
P0DI81,grp_0574,P51809
P0DI82,grp_0574,P51809
P0DKB6,grp_1322,O95563
P0DN86,grp_0166,P01229
P0DOY3,grp_0222,P08887
P0DP23,grp_0231,P0DP23
P0DP24,grp_0232,P0DP24
P0DP25,grp_0222,P08887
P0DPB6,grp_0060,O15160
P10070,grp_0673,Q13352
P10071,grp_0233,P10071
P10145,grp_0306,P25024
P10176,grp_0234,P10176
P10242,grp_0404,Q9H307
P10244,grp_0235,P10244
P10276,grp_0236,P10276
P10415,grp_0807,Q92843
P10515,grp_0237,P10515
P10600,grp_1037,P01137
P10606,grp_0234,P10176
P10643,grp_0238,P10643
P10827,grp_0288,P19793
P10828,grp_0239,P10828
P10966,grp_0240,P10966
P11047,grp_0063,O15230
P11142,grp_0241,P11142
P11166,grp_0573,P51798
P11171,grp_0928,Q02410
P11177,grp_0218,P08559
P11182,grp_0466,Q9UKL0
P11215,grp_0018,O00231
P11226,grp_0314,P26715
P11230,grp_0211,P07510
P11277,grp_0243,P11277
P11441,grp_0244,P11441
P11473,grp_0288,P19793
P11498,grp_0490,Q9Y251
P11532,grp_0245,P11532
P11802,grp_0776,Q8WWL7
P11940,grp_0246,P11940
P12004,grp_0247,P12004
P12074,grp_0234,P10176
P12107,grp_0311,P25940
P12109,grp_0000,A0JLT2
P12110,grp_0000,A0JLT2
P12111,grp_0249,P12111
P12259,grp_0179,P03952
P12270,grp_1117,Q14764
P12524,grp_1157,Q15853
P12694,grp_0218,P08559
P12956,grp_0000,A0JLT2
P13010,grp_0252,P13010
P13073,grp_0234,P10176
P13224,grp_0259,P14770
P13232,grp_0222,P08887
P13498,grp_0254,P13498
P13612,grp_0255,P13612
P13645,grp_1117,Q14764
P13647,grp_1117,Q14764
P13671,grp_0222,P08887
P13726,grp_0179,P03952
P13804,grp_0357,P38117
P13942,grp_0311,P25940
P13984,grp_0761,Q8TDP1
P14314,grp_1116,Q14697
P14373,grp_0436,Q9UBL3
P14406,grp_0234,P10176
P14543,grp_1341,O75934
P14598,grp_0257,P14598
P14618,grp_0899,P78346
P14635,grp_0258,P14635
P14678,grp_1091,Q9BRA0
P14770,grp_0259,P14770
P14778,grp_0222,P08887
P14784,grp_0224,P09619
P14854,grp_0234,P10176
P14867,grp_0101,O43556
P14868,grp_0341,P35244
P14927,grp_0049,O14949
P15153,grp_1004,Q9H7X7
P15170,grp_0260,P15170
P15172,grp_0261,P15172
P15260,grp_0222,P08887
P15291,grp_0119,O60762
P15309,grp_0263,P15309
P15313,grp_0072,O15315
P15336,grp_0264,P15336
P15382,grp_0265,P15382
P15407,grp_1157,Q15853
P15408,grp_0266,P15408
P15509,grp_0222,P08887
P15692,grp_0226,P09871
P15735,grp_0916,Q00536
P15880,grp_0644,P62495
P15927,grp_0269,P15927
P15954,grp_0234,P10176
P16066,grp_0657,Q13003
P16118,grp_0299,P22830
P16144,grp_0240,P10966
P16220,grp_0270,P16220
P16234,grp_0916,Q00536
P16298,grp_0369,Q7Z3J2
P16662,grp_0356,P37287
P16871,grp_0222,P08887
P17181,grp_0222,P08887
P17275,grp_0282,P18846
P17301,grp_0314,P26715
P17535,grp_0272,P17535
P17544,grp_0849,Q96GS4
P17568,grp_0065,O15239
P17655,grp_1033,P01040
P17676,grp_0273,P17676
P17787,grp_0222,P08887
P17858,grp_0217,P08237
P17861,grp_0644,P62495
P17980,grp_0821,Q969U7
P17987,grp_0276,P17987
P18074,grp_0277,P18074
P18077,grp_0113,O60524
P18084,grp_0278,P18084
P18124,grp_0113,O60524
P18206,grp_0279,P18206
P18505,grp_0101,O43556
P18507,grp_0101,O43556
P18510,grp_0921,Q01638
P18564,grp_0222,P08887
P18615,grp_0280,P18615
P18621,grp_0113,O60524
P18827,grp_0281,P18827
P18846,grp_0282,P18846
P18847,grp_0495,Q9Y2D1
P18848,grp_0283,P18848
P18850,grp_1101,Q14159
P18859,grp_1343,O75947
P18887,grp_0284,P18887
P19387,grp_0080,O15514
P19388,grp_0080,O15514
P19404,grp_0017,O00217
P19429,grp_0222,P08887
P19438,grp_0287,P19438
P19447,grp_0688,Q13619
P19784,grp_0916,Q00536
P19793,grp_0288,P19793
P19838,grp_0222,P08887
P19878,grp_0356,P37287
P20042,grp_0024,O00303
P20226,grp_0776,Q8WWL7
P20231,grp_0179,P03952
P20248,grp_0776,Q8WWL7
P20290,grp_0690,Q13765
P20333,grp_0290,P20333
P20585,grp_0077,O15457
P20618,grp_0821,Q969U7
P20648,grp_0112,O60423
P20674,grp_0234,P10176
P20701,grp_0018,O00231
P20702,grp_0018,O00231
P20809,grp_0197,P05231
P20849,grp_0171,P02452
P20908,grp_0291,P20908
P20963,grp_0224,P09619
P21127,grp_0916,Q00536
P21281,grp_0072,O15315
P21283,grp_0073,O15342
P21333,grp_0294,P21333
P21675,grp_1287,Q9BXF3
P21817,grp_0295,P21817
P21912,grp_0038,O14521
P21941,grp_0000,A0JLT2
P21953,grp_0218,P08559
P22059,grp_0296,P22059
P22087,grp_0083,O43148
P22105,grp_0297,P22105
P22301,grp_1303,Q9GZX6
P22309,grp_0356,P37287
P22415,grp_0298,P22415
P22695,grp_0049,O14949
P22830,grp_0299,P22830
P23229,grp_0000,A0JLT2
P23246,grp_1341,O75934
P23396,grp_0644,P62495
P23415,grp_0101,O43556
P23416,grp_0101,O43556
P23458,grp_0916,Q00536
P23511,grp_0301,P23511
P23921,grp_0302,P23921
P24043,grp_0532,P46531
P24311,grp_0234,P10176
P24385,grp_0776,Q8WWL7
P24394,grp_0222,P08887
P24539,grp_1343,O75947
P24588,grp_0304,P24588
P24821,grp_0034,O00602
P24863,grp_0776,Q8WWL7
P24864,grp_0776,Q8WWL7
P24928,grp_0305,P24928
P24941,grp_0916,Q00536
P25024,grp_0306,P25024
P25025,grp_1295,Q9BYG4
P25054,grp_0307,P25054
P25067,grp_0101,O43556
P25205,grp_0687,Q13617
P25208,grp_0301,P23511
P25398,grp_0644,P62495
P25490,grp_0310,P25490
P25705,grp_0072,O15315
P25786,grp_0821,Q969U7
P25787,grp_0821,Q969U7
P25788,grp_0821,Q969U7
P25789,grp_0821,Q969U7
P25940,grp_0311,P25940
P26006,grp_0003,A5PLN9
P26010,grp_0294,P21333
P26012,grp_0000,A0JLT2
P26196,grp_0094,O43432
P26368,grp_1341,O75934
P26373,grp_0113,O60524
P26678,grp_0313,P26678
P26715,grp_0314,P26715
P26717,grp_0315,P26717
P26951,grp_0222,P08887
P27449,grp_0073,O15342
P27540,grp_0317,P27540
P27635,grp_0113,O60524
P27658,grp_0101,O43556
P27694,grp_0587,P54132
P27918,grp_0318,P27918
P27930,grp_0222,P08887
P27986,grp_0224,P09619
P28062,grp_0821,Q969U7
P28065,grp_0821,Q969U7
P28066,grp_0821,Q969U7
P28070,grp_0821,Q969U7
P28072,grp_0821,Q969U7
P28074,grp_0821,Q969U7
P28328,grp_1293,Q9BYE7
P28331,grp_0017,O00217
P28340,grp_0342,P35249
P28347,grp_0322,P28347
P28358,grp_0333,P31274
P28370,grp_0688,Q13619
P28472,grp_0101,O43556
P28702,grp_0288,P19793
P28749,grp_0202,P06400
P29083,grp_0325,P29084
P29084,grp_0325,P29084
P29374,grp_0326,P29374
P29400,grp_0925,Q01955
P29459,grp_0222,P08887
P29460,grp_0197,P05231
P29466,grp_0526,P42574
P29597,grp_0916,Q00536
P29803,grp_0218,P08559
P30049,grp_1343,O75947
P30050,grp_0644,P62495
P30101,grp_0081,O15533
P30153,grp_0765,Q8TF05
P30260,grp_0336,P32780
P30279,grp_0738,Q8NCN5
P30281,grp_0776,Q8WWL7
P30532,grp_0211,P07510
P30613,grp_0899,P78346
P30876,grp_0080,O15514
P30926,grp_0211,P07510
P30988,grp_0331,P30988
P31040,grp_0332,P31040
P31153,grp_0915,Q00266
P31274,grp_0333,P31274
P31350,grp_0334,P31350
P31639,grp_0661,Q13113
P31644,grp_0101,O43556
P31785,grp_0222,P08887
P31930,grp_0049,O14949
P32297,grp_0211,P07510
P32322,grp_0335,P32322
P32780,grp_0336,P32780
P32881,grp_0337,P32881
P32927,grp_0222,P08887
P32969,grp_0113,O60524
P33240,grp_1341,O75934
P33402,grp_0926,Q02108
P33991,grp_0687,Q13617
P33992,grp_0687,Q13617
P33993,grp_0687,Q13617
P34897,grp_0068,O15269
P34903,grp_0101,O43556
P35222,grp_0738,Q8NCN5
P35225,grp_0222,P08887
P35226,grp_0163,Q99496
P35227,grp_0163,Q99496
P35228,grp_0340,P35228
P35232,grp_1046,O94905
P35244,grp_0341,P35244
P35249,grp_0343,P35251
P35250,grp_0343,P35251
P35251,grp_0343,P35251
P35268,grp_0113,O60524
P35269,grp_0344,P35269
P35442,grp_0436,Q9UBL3
P35443,grp_0436,Q9UBL3
