uniprot_id,group_id,representative
O15371,grp_0029,O00303
O15372,grp_0029,O00303
O15379,grp_0094,P00813
O15392,grp_0651,O15392
O15393,grp_0091,P00749
O15397,grp_1184,Q92616
O15399,grp_1048,Q3KNW5
O15400,grp_0445,P32856
O15446,grp_1871,O15160
O15455,grp_2043,O95970
O15457,grp_0729,Q9UG63
O15503,grp_0514,O75096
O15504,grp_0654,O15504
O15511,grp_0081,O15143
O15514,grp_0655,O15514
O15516,grp_0658,O15534
O15519,grp_0962,Q14790
O15527,grp_0657,O15527
O15530,grp_1154,Q7KZI7
O15534,grp_0658,O15534
O15537,grp_0628,Q9Y547
O15550,grp_0475,Q8NHY3
O15553,grp_1589,P49746
O43143,grp_1333,Q9BTD8
O43150,grp_0761,Q9UKS6
O43156,grp_1117,Q6NXR4
O43157,grp_1409,Q9H492
O43159,grp_0324,P18754
O43172,grp_0514,O75096
O43175,grp_0659,O43175
O43181,grp_0019,O00217
O43184,grp_0513,O75077
O43186,grp_0722,Q9UBX0
O43187,grp_2059,O43187
O43194,grp_1080,Q5T848
O43196,grp_0729,Q9UG63
O43242,grp_0771,Q9UL46
O43255,grp_1829,Q8IUQ4
O43257,grp_1117,Q6NXR4
O43264,grp_1126,Q6PD62
O43290,grp_1057,Q53SF7
O43292,grp_0850,O43292
O43294,grp_1832,Q8IW50
O43296,grp_1964,Q02447
O43299,grp_0679,Q9NYY8
O43303,grp_1964,Q02447
O43310,grp_0813,Q9Y2F5
O43318,grp_0514,O75096
O43324,grp_0389,P26641
O43353,grp_0851,O43353
O43390,grp_1900,P62995
O43395,grp_0590,Q9NX02
O43402,grp_0853,O43402
O43447,grp_0514,O75096
O43451,grp_0201,P08195
O43463,grp_0803,Q9Y232
O43464,grp_0091,P00749
O43482,grp_0855,O43482
O43502,grp_1621,P51587
O43504,grp_0773,Q9ULD6
O43513,grp_0000,A0JLT2
O43516,grp_0614,Q9Y6W5
O43521,grp_0859,O43521
O43524,grp_0860,O43524
O43525,grp_0861,O43526
O43526,grp_0861,O43526
O43541,grp_1873,O15198
O43542,grp_1621,P51587
O43543,grp_1621,P51587
O43556,grp_0862,O43556
O43561,grp_1048,Q3KNW5
O43570,grp_0360,P23280
O43581,grp_0704,Q9P2Y5
O43592,grp_1076,Q5T2S8
O43613,grp_1080,Q5T848
O43614,grp_1691,P61201
O43615,grp_0530,O75394
O43617,grp_1743,Q86SZ2
O43633,grp_1083,Q5TB80
O43660,grp_0514,O75096
O43663,grp_2053,O43663
O43670,grp_2054,O43670
O43674,grp_0863,O15239
O43676,grp_0863,O15239
O43677,grp_0863,O15239
O43678,grp_0019,O00217
O43683,grp_0601,Q9Y6D9
O43684,grp_0514,O75096
O43707,grp_0582,Q9NVD7
O43716,grp_2057,O43716
O43719,grp_1900,P62995
O43739,grp_1932,P84077
O43741,grp_2072,Q13131
O43747,grp_1495,P38570
O43752,grp_0738,Q9UID3
O43765,grp_0842,O43765
O43791,grp_0843,O43791
O43809,grp_1827,Q8IU60
O43815,grp_0514,O75096
O43822,grp_0844,O43822
O43823,grp_1060,Q5BKZ1
O43837,grp_1619,P51553
O43865,grp_0659,O43175
O43913,grp_1287,Q96TA2
O43914,grp_0845,O43914
O43915,grp_1840,O95390
O43918,grp_0846,O43918
O43920,grp_0863,O15239
O43924,grp_0299,P16144
O43929,grp_1287,Q96TA2
O43933,grp_1652,P55072
O60216,grp_0796,Q9UQE7
O60220,grp_0847,O60220
O60231,grp_1355,Q9BW85
O60244,grp_0000,A0JLT2
O60260,grp_2047,O60260
O60262,grp_1609,P50150
O60264,grp_0561,Q9NR33
O60271,grp_1932,P84077
O60282,grp_1764,Q92994
O60291,grp_2049,O60291
O60293,grp_1850,O60508
O60306,grp_1355,Q9BW85
O60313,grp_2050,O60313
O60315,grp_0722,Q9UBX0
O60318,grp_2052,O60318
O60341,grp_0432,P31040
O60346,grp_2043,O95970
O60391,grp_1048,Q3KNW5
O60447,grp_1600,P49815
O60462,grp_0628,Q9Y547
O60486,grp_0514,O75096
O60494,grp_1357,Q9BXJ7
O60496,grp_0055,O14654
O60504,grp_0761,Q9UKS6
O60506,grp_1900,P62995
O60508,grp_1355,Q9BW85
O60563,grp_1154,Q7KZI7
O60566,grp_1809,Q8NG31
O60568,grp_1594,P49770
O60573,grp_1851,O60573
O60583,grp_1764,Q92994
O60602,grp_1852,O60602
O60603,grp_2043,O95970
O60609,grp_1840,O95390
O60610,grp_1854,O60610
O60645,grp_1184,Q92616
O60658,grp_0884,Q13370
O60664,grp_1855,O60664
O60671,grp_1469,P35249
O60673,grp_0737,Q9UI95
O60674,grp_1154,Q7KZI7
O60683,grp_0516,O75150
O60684,grp_1076,Q5T2S8
O60706,grp_1398,Q9H222
O60716,grp_1076,Q5T2S8
O60741,grp_0606,Q9Y6H6
O60749,grp_0761,Q9UKS6
O60762,grp_1594,P49770
O60783,grp_1262,O15235
O60826,grp_1858,O60826
O60828,grp_1836,Q8IXB1
O60830,grp_0069,O14925
O60832,grp_1860,O60832
O60858,grp_1861,O60858
O60870,grp_0029,O00303
O60885,grp_0453,Q96CB8
O60894,grp_1966,Q02643
O60895,grp_1470,P35318
O60896,grp_0104,P01258
O60907,grp_0514,O75096
O60921,grp_1469,P35249
O60925,grp_1865,O60925
O60934,grp_1184,Q92616
O60939,grp_1727,Q08722
O75030,grp_1867,O75030
O75051,grp_1409,Q9H492
O75052,grp_0055,O14654
O75077,grp_0513,O75077
O75081,grp_1242,O75800
O75096,grp_0514,O75096
O75110,grp_1615,P50993
O75116,grp_1154,Q7KZI7
O75140,grp_0515,O75140
O75143,grp_1409,Q9H492
O75146,grp_0761,Q9UKS6
O75147,grp_1727,Q08722
O75150,grp_0302,P16402
O75154,grp_0517,O75154
O75161,grp_0704,Q9P2Y5
O75164,grp_1617,P51114
O75170,grp_1764,Q92994
O75175,grp_1886,P62495
O75182,grp_0519,O75182
O75197,grp_0514,O75096
O75251,grp_0019,O00217
O75293,grp_1324,Q9BRX2
O75298,grp_2007,Q96HA7
O75306,grp_0019,O00217
O75312,grp_0522,O75312
O75317,grp_0514,O75096
O75326,grp_0514,O75096
O75330,grp_1764,Q92994
O75340,grp_1872,O15182
O75362,grp_0380,P25490
O75367,grp_1038,Q16819
O75376,grp_0524,O75376
O75379,grp_0525,O75379
O75380,grp_0019,O00217
O75381,grp_0527,O75381
O75382,grp_0514,O75096
O75385,grp_1409,Q9H492
O75386,grp_0528,O75386
O75390,grp_0529,O75390
O75394,grp_1262,O15235
O75398,grp_0055,O14654
O75400,grp_1551,P46934
O75410,grp_2007,Q96HA7
O75431,grp_0389,P26641
O75436,grp_2065,O75462
O75438,grp_0863,O15239
O75445,grp_2065,O75462
O75446,grp_0661,O75446
O75448,grp_0000,A0JLT2
O75449,grp_1287,Q96TA2
O75460,grp_1154,Q7KZI7
O75461,grp_0989,Q15329
O75462,grp_2065,O75462
O75469,grp_0175,P06401
O75473,grp_1044,Q2MKA7
O75475,grp_2066,O75475
O75477,grp_0752,Q9UJZ1
O75478,grp_1744,Q86TJ2
O75486,grp_0866,O15265
O75489,grp_0019,O00217
O75496,grp_1229,O75496
O75509,grp_0028,O00300
O75526,grp_1900,P62995
O75528,grp_1230,O75528
O75529,grp_0866,O15265
O75530,grp_0514,O75096
O75531,grp_1231,O75531
O75533,grp_1900,P62995
O75534,grp_1233,O75534
O75554,grp_1355,Q9BW85
O75556,grp_1235,O75556
O75558,grp_0445,P32856
O75563,grp_0320,P18433
O75575,grp_0063,O14802
O75578,grp_1495,P38570
O75581,grp_0514,O75096
O75586,grp_0000,A0JLT2
O75593,grp_1371,Q9BZS1
O75604,grp_0815,Q9Y2K6
O75607,grp_1239,O75607
O75643,grp_1333,Q9BTD8
O75665,grp_1764,Q92994
O75694,grp_0514,O75096
O75695,grp_0289,P15531
O75712,grp_1240,O75712
O75717,grp_0514,O75096
O75762,grp_0475,Q8NHY3
O75771,grp_1621,P51587
O75787,grp_1966,Q02643
O75800,grp_1242,O75800
O75817,grp_1343,Q9BUL9
O75818,grp_0676,Q9NYP3
O75821,grp_0029,O00303
O75822,grp_1244,O75822
O75832,grp_2007,Q96HA7
O75843,grp_1245,O75843
O75865,grp_1743,Q86SZ2
O75874,grp_1619,P51553
O75879,grp_1246,O75879
O75886,grp_1247,O75886
O75888,grp_1038,Q16819
O75899,grp_0715,Q9UBS5
O75907,grp_1249,O75907
O75909,grp_1764,Q92994
O75916,grp_1258,O94810
O75923,grp_0704,Q9P2Y5
O75925,grp_1250,O75925
O75934,grp_1355,Q9BW85
O75937,grp_1355,Q9BW85
O75940,grp_1153,Q7KZF4
O75943,grp_1469,P35249
O75947,grp_1253,O75947
O75955,grp_0752,Q9UJZ1
O75964,grp_1253,O75947
O75970,grp_0152,P04921
O75971,grp_1254,O75971
O76003,grp_1836,Q8IXB1
O76021,grp_0038,O00541
O76031,grp_1287,Q96TA2
O76064,grp_1255,O76064
O76071,grp_0514,O75096
O76074,grp_0884,Q13370
O76081,grp_1258,O94810
O76083,grp_0884,Q13370
O94763,grp_1256,O94763
O94776,grp_1764,Q92994
O94777,grp_1257,O94777
O94782,grp_0815,Q9Y2K6
O94805,grp_1461,P34932
O94810,grp_1258,O94810
O94811,grp_1259,O94811
O94826,grp_1184,Q92616
O94829,grp_1184,Q92616
O94842,grp_1261,O94842
O94850,grp_1720,Q13023
O94864,grp_0866,O15265
O94868,grp_0761,Q9UKS6
O94875,grp_0761,Q9UKS6
O94887,grp_0887,Q13402
O94905,grp_0752,Q9UJZ1
O94906,grp_1355,Q9BW85
O94907,grp_0514,O75096
O94911,grp_1398,Q9H222
O94913,grp_0063,O14802
O94916,grp_2065,O75462
O94927,grp_0834,O94927
O94955,grp_1932,P84077
O94992,grp_0835,O94992
O95059,grp_0836,O95059
O95067,grp_1764,Q92994
O95071,grp_0837,O95071
O95104,grp_0790,Q9UPN6
O95136,grp_1932,P84077
O95139,grp_0863,O15239
O95149,grp_0839,O95149
O95163,grp_1850,O60508
O95164,grp_1057,Q53SF7
O95167,grp_0863,O15239
O95168,grp_0863,O15239
O95169,grp_0863,O15239
O95178,grp_0863,O15239
O95180,grp_1740,Q07699
O95182,grp_0019,O00217
O95197,grp_1409,Q9H492
O95218,grp_1842,O95218
O95219,grp_0814,Q9Y2I1
O95229,grp_1843,O95229
O95232,grp_1764,Q92994
O95235,grp_1844,O95235
O95238,grp_0239,P11308
O95239,grp_1184,Q92616
O95251,grp_1763,Q92993
O95256,grp_1847,O95256
O95257,grp_1324,Q9BRX2
O95259,grp_0606,Q9Y6H6
O95263,grp_0658,O15534
O95264,grp_0124,P02708
O95267,grp_1848,O95267
O95271,grp_0602,Q9Y6F1
O95278,grp_1849,O95278
O95292,grp_0299,P16144
O95295,grp_1838,O95295
O95298,grp_0863,O15239
O95299,grp_1839,O95299
O95342,grp_1398,Q9H222
O95343,grp_0543,Q9NPC8
O95347,grp_0535,Q9HCX4
O95359,grp_2007,Q96HA7
O95373,grp_1184,Q92616
O95390,grp_1840,O95390
O95391,grp_1355,Q9BW85
O95400,grp_1220,O95400
O95402,grp_0000,A0JLT2
O95405,grp_1222,O95405
O95409,grp_0380,P25490
O95425,grp_1223,O95425
O95452,grp_1240,O75712
O95453,grp_1224,O95453
O95456,grp_0771,Q9UL46
O95471,grp_2039,O95832
O95477,grp_1398,Q9H222
O95487,grp_1495,P38570
O95503,grp_0803,Q9Y232
O95563,grp_1727,Q08722
O95602,grp_1871,O15160
O95619,grp_0506,O95619
O95630,grp_0507,O95630
O95633,grp_0335,P19883
O95639,grp_0508,O95639
O95665,grp_1080,Q5T848
O95677,grp_0995,Q15475
O95684,grp_0509,O95684
O95696,grp_1384,Q9H0E9
O95707,grp_0510,O95707
O95711,grp_0616,Q9Y6Y9
O95714,grp_0514,O75096
O95721,grp_1348,Q9BV40
O95747,grp_0727,Q9UEW8
O95750,grp_0203,P08620
O95760,grp_0203,P08620
O95777,grp_1355,Q9BW85
O95782,grp_0813,Q9Y2F5
O95785,grp_0512,O95785
O95786,grp_2036,O95786
O95793,grp_1723,Q08211
O95807,grp_2037,O95807
O95816,grp_2038,O95816
O95817,grp_1551,P46934
O95831,grp_0214,P09622
O95832,grp_2039,O95832
O95835,grp_0887,Q13402
O95837,grp_1932,P84077
O95838,grp_1932,P84077
O95859,grp_0207,P08962
O95863,grp_1580,P49321
O95900,grp_2042,O95900
O95926,grp_1355,Q9BW85
O95935,grp_2049,O60291
O95970,grp_2043,O95970
O95977,grp_2044,O95977
O95983,grp_0705,Q9UBB5
O95985,grp_0894,Q13472
O95995,grp_2045,O95995
O95997,grp_1184,Q92616
O95999,grp_0082,O95999
O96000,grp_0863,O15239
O96007,grp_0083,O96007
O96008,grp_0084,O96008
O96013,grp_1154,Q7KZI7
O96017,grp_1286,Q96T60
O96019,grp_1117,Q6NXR4
O96033,grp_0083,O96007
P00325,grp_0659,O43175
P00326,grp_0659,O43175
P00338,grp_0087,P00338
P00374,grp_0088,P00374
P00390,grp_0214,P09622
P00395,grp_0227,P10176
P00403,grp_0590,Q9NX02
P00414,grp_0227,P10176
P00439,grp_0184,P07101
P00450,grp_1415,Q9H5V8
P00451,grp_0628,Q9Y547
P00491,grp_1225,O95456
P00519,grp_0761,Q9UKS6
P00533,grp_1154,Q7KZI7
P00734,grp_0090,P00734
P00736,grp_1415,Q9H5V8
P00738,grp_0113,P02042
P00739,grp_0091,P00749
P00742,grp_0091,P00749
P00747,grp_0091,P00749
P00749,grp_0091,P00749
P00750,grp_0091,P00749
P00751,grp_0091,P00749
P00797,grp_0093,P00797
P00813,grp_0094,P00813
P00846,grp_1253,O75947
P01008,grp_0091,P00749
P01009,grp_0170,P05546
P01011,grp_0164,P05154
P01019,grp_0096,P01019
P01023,grp_1727,Q08722
P01024,grp_0097,P01024
P01033,grp_0098,P01033
P01100,grp_0099,P01100
P01106,grp_0100,P01106
P01111,grp_0514,O75096
P01112,grp_1932,P84077
P01116,grp_1932,P84077
P01127,grp_1840,O95390
P01130,grp_0101,P01130
P01133,grp_0102,P01133
P01135,grp_0103,P01135
P01137,grp_1727,Q08722
P01138,grp_0341,P20783
P01241,grp_0590,Q9NX02
P01258,grp_0104,P01258
P01270,grp_0105,P01270
P01275,grp_0106,P01275
P01286,grp_0104,P01258
P01308,grp_0108,P01308
P01344,grp_0153,P05019
P01374,grp_0028,O00300
P01375,grp_1038,Q16819
P01563,grp_0109,P01574
P01574,grp_0109,P01574
P01579,grp_0281,P15260
P01584,grp_0203,P08620
P01588,grp_2065,O75462
P01589,grp_1727,Q08722
P01730,grp_1727,Q08722
P01732,grp_1727,Q08722
P01834,grp_0590,Q9NX02
P01857,grp_0590,Q9NX02
P01861,grp_0590,Q9NX02
P01871,grp_1727,Q08722
P01903,grp_0590,Q9NX02
P01911,grp_0590,Q9NX02
P02042,grp_0113,P02042
P02100,grp_0113,P02042
P02452,grp_0114,P02452
P02461,grp_0115,P02461
P02511,grp_0116,P02511
P02533,grp_0263,P13647
P02538,grp_0117,P02538
P02545,grp_0590,Q9NX02
P02647,grp_0119,P02647
P02649,grp_0120,P02649
P02671,grp_0121,P02671
P02675,grp_0590,Q9NX02
P02679,grp_0123,P02679
P02708,grp_0124,P02708
P02730,grp_0125,P02730
P02745,grp_0822,Q9Y375
P02746,grp_0822,Q9Y375
P02747,grp_0822,Q9Y375
P02751,grp_0126,P02751
P02753,grp_0127,P02753
P02760,grp_0128,P02760
P02765,grp_0142,P04196
P02766,grp_0129,P02766
P02768,grp_0130,P02768
P02786,grp_0131,P02786
P02787,grp_0132,P02788
P02788,grp_0132,P02788
P02792,grp_0300,P16220
P02794,grp_0300,P16220
P03372,grp_0133,P03372
P03886,grp_0863,O15239
P03891,grp_0863,O15239
P03897,grp_0863,O15239
P03901,grp_0863,O15239
P03905,grp_0863,O15239
P03915,grp_0863,O15239
P03923,grp_0863,O15239
P03928,grp_1253,O75947
P03950,grp_0134,P03950
P03973,grp_0091,P00749
P04004,grp_0514,O75096
P04035,grp_0136,P04035
P04049,grp_0137,P04049
P04053,grp_0138,P04053
P04062,grp_0201,P08195
P04083,grp_0139,P04083
P04141,grp_1727,Q08722
P04150,grp_0140,P04150
P04156,grp_0141,P04156
P04196,grp_0142,P04196
P04198,grp_0143,P04198
P04201,grp_1080,Q5T848
P04233,grp_0590,Q9NX02
P04234,grp_0145,P04234
P04259,grp_0580,Q9NV92
P04264,grp_0262,P13645
P04275,grp_1495,P38570
P04350,grp_1634,P52732
P04406,grp_0146,P04406
P04626,grp_0147,P04626
P04628,grp_0148,P04628
P04629,grp_1154,Q7KZI7
P04632,grp_1872,O15182
P04637,grp_0149,P04637
P04792,grp_0750,Q9UJY1
P04818,grp_0150,P04818
P04839,grp_1333,Q9BTD8
P04843,grp_0151,P04843
P04844,grp_0151,P04843
P04899,grp_1932,P84077
P04921,grp_0152,P04921
P05000,grp_2065,O75462
P05019,grp_0153,P05019
P05023,grp_0154,P05023
P05026,grp_1615,P50993
P05062,grp_0201,P08195
P05067,grp_0155,P05067
P05091,grp_0156,P05091
P05106,grp_0157,P05106
P05107,grp_1495,P38570
P05108,grp_0158,P05108
P05109,grp_0159,P05109
P05112,grp_0367,P24394
P05113,grp_0160,P05113
P05114,grp_0161,P05114
P05120,grp_0162,P05120
P05121,grp_0170,P05546
P05141,grp_0163,P05141
P05154,grp_0164,P05154
P05164,grp_2082,Q13219
P05165,grp_0165,P05165
P05166,grp_1279,Q96RQ3
P05181,grp_0243,P11511
P05198,grp_0029,O00303
P05230,grp_0203,P08620
P05231,grp_2065,O75462
P05305,grp_0166,P05305
P05362,grp_2065,O75462
P05386,grp_0167,P05386
P05387,grp_0168,P05387
P05388,grp_1886,P62495
P05412,grp_1580,P49321
P05423,grp_0063,O14802
P05455,grp_1900,P62995
P05496,grp_1253,O75947
P05546,grp_0090,P00734
P05549,grp_1196,Q92754
P05556,grp_1495,P38570
P05771,grp_1154,Q7KZI7
P06213,grp_0171,P06213
P06239,grp_0172,P06239
P06241,grp_0761,Q9UKS6
P06276,grp_0629,Q9Y570
P06280,grp_0201,P08195
P06396,grp_0173,P06396
P06400,grp_0174,P06400
P06401,grp_0175,P06401
P06454,grp_0176,P06454
P06493,grp_0177,P06493
P06576,grp_0343,P21281
P06702,grp_0159,P05109
P06703,grp_0159,P05109
P06730,grp_1975,Q04637
P06734,grp_1403,Q9H2X3
P06746,grp_0179,P06746
P06748,grp_0180,P06748
P06753,grp_0181,P06753
P06756,grp_1495,P38570
P06865,grp_0182,P06865
P06881,grp_1932,P84077
P07098,grp_0629,Q9Y570
P07101,grp_0184,P07101
P07199,grp_0185,P07199
P07202,grp_2082,Q13219
P07203,grp_0186,P07203
P07237,grp_1836,Q8IXB1
P07288,grp_0187,P07288
P07306,grp_1403,Q9H2X3
P07307,grp_1727,Q08722
P07327,grp_0659,O43175
P07332,grp_0188,P07332
P07333,grp_1154,Q7KZI7
P07355,grp_0152,P04921
P07359,grp_0090,P00734
P07384,grp_0192,P07711
P07437,grp_0590,Q9NX02
P07477,grp_0091,P00749
P07550,grp_0152,P04921
P07602,grp_0191,P07602
P07686,grp_0182,P06865
P07711,grp_0192,P07711
P07737,grp_0193,P07737
P07766,grp_0194,P07766
P07814,grp_0195,P07814
P07900,grp_0272,P14625
P07910,grp_0590,Q9NX02
P07942,grp_1874,O15230
P07947,grp_0761,Q9UKS6
P07948,grp_0761,Q9UKS6
P07949,grp_1154,Q7KZI7
P07951,grp_0197,P07951
P07992,grp_0198,P07992
P07996,grp_1589,P49746
P08047,grp_0199,P08047
P08069,grp_1154,Q7KZI7
P08100,grp_2065,O75462
P08138,grp_0200,P08138
P08172,grp_0636,Q9Y5N1
P08173,grp_1932,P84077
P08183,grp_1727,Q08722
P08195,grp_0127,P02753
P08235,grp_0175,P06401
P08238,grp_0272,P14625
P08246,grp_0091,P00749
P08253,grp_0202,P08253
P08311,grp_0091,P00749
P08514,grp_0344,P21333
P08571,grp_1067,Q5JTW2
P08575,grp_2065,O75462
P08579,grp_1850,O60508
P08581,grp_1154,Q7KZI7
P08588,grp_1080,Q5T848
P08620,grp_0203,P08620
P08621,grp_1900,P62995
P08631,grp_1154,Q7KZI7
P08648,grp_1495,P38570
P08670,grp_0204,P08670
P08684,grp_0243,P11511
P08700,grp_0392,P26951
P08708,grp_1886,P62495
P08709,grp_0091,P00749
P08754,grp_1258,O94810
P08779,grp_1083,Q5TB80
P08865,grp_1886,P62495
P08887,grp_2065,O75462
P08908,grp_1932,P84077
P08912,grp_1691,P61201
P08913,grp_1080,Q5T848
P08922,grp_1154,Q7KZI7
P08962,grp_0207,P08962
P09001,grp_1262,O15235
P09012,grp_1900,P62995
P09016,grp_0722,Q9UBX0
P09038,grp_0203,P08620
P09086,grp_0208,P09086
P09211,grp_0389,P26641
P09234,grp_1900,P62995
P09382,grp_2082,Q13219
